0	1003.15314
2	988.375234
4	1000.516528
6	995.873164
8	998.838126
10	1061.839526
12	1042.948786
14	1040.875748
16	1034.63514
18	982.306578
20	962.327124
22	966.283472
24	962.767212
26	951.790906
28	990.515152
30	943.296926
32	932.532106
34	913.373626
36	907.766684
38	860.021206
40	846.348008
42	844.087794
44	816.893814
46	794.957394
48	819.264402
50	850.321208
52	820.588912
54	887.242048
56	904.811908
58	929.958018
60	939.415378
62	960.36721
64	970.099834
66	1000.93554
68	986.125294
70	989.752852
72	990.873004
74	985.598658
76	1010.93168
78	1001.766128
80	1023.983576
82	1025.093718
84	1054.221564
86	1030.783798
88	1093.185764
90	1088.22032
92	1085.143488
94	1042.179974
96	1045.41162
98	1028.922246
100	1040.77556
102	1017.478176
104	1073.339102
106	1046.947352
108	1038.22081
110	1051.402286
112	1042.428596
114	1055.674246
116	1042.165344
118	1075.888418
120	1072.390968
122	1078.447942
124	1047.714206
126	1121.703924
128	1109.302942
130	1115.717438
132	1154.340286
134	1155.36014
136	1163.451278
138	1174.536154
140	1172.469474
142	1135.689566
144	1125.988842
146	1112.317118
148	999.630434
150	1049.684878
152	1013.989856
154	1057.305568
156	1023.210892
158	1020.27706
160	988.846496
162	951.36954
164	940.293948
166	965.494112
168	981.64539
170	1024.405272
172	990.436458
174	959.749736
176	1022.92729
178	1016.213484
180	1003.15314
182	988.375234
184	1000.516528
186	995.873164
188	998.838126
190	1061.839526
192	1042.948786
194	1040.875748
196	1034.63514
198	982.306578
200	962.327124
202	966.283472
204	962.767212
206	951.790906
208	990.515152
210	943.296926
212	932.532106
214	913.373626
216	907.766684
218	860.021206
220	846.348008
222	844.087794
224	816.893814
226	794.957394
228	819.264402
230	850.321208
232	820.588912
234	887.242048
236	904.811908
238	929.958018
240	939.415378
242	960.36721
244	970.099834
246	1000.93554
248	986.125294
250	989.752852
252	990.873004
254	985.598658
256	1010.93168
258	1001.766128
260	1023.983576
262	1025.093718
264	1054.221564
266	1030.783798
268	1093.185764
270	1088.22032
272	1085.143488
274	1042.179974
276	1045.41162
278	1028.922246
280	1040.77556
282	1017.478176
284	1073.339102
286	1046.947352
288	1038.22081
290	1051.402286
292	1042.428596
294	1055.674246
296	1042.165344
298	1075.888418
300	1072.390968
302	1078.447942
304	1047.714206
306	1121.703924
308	1109.302942
310	1115.717438
312	1154.340286
314	1155.36014
316	1163.451278
318	1174.536154
320	1172.469474
322	1135.689566
324	1125.988842
326	1112.317118
328	999.630434
330	1049.684878
332	1013.989856
334	1057.305568
336	1023.210892
338	1020.27706
340	988.846496
342	951.36954
344	940.293948
346	965.494112
348	981.64539
350	1024.405272
352	990.436458
354	959.749736
356	1022.92729
358	1016.213484
