0	240.91336
2	240.91044
4	238.92268
6	237.50656
8	235.61948
10	238.46556
12	239.9062
14	241.06276
16	242.177
18	241.29628
20	243.8456
22	242.3718
24	244.9312
26	245.47096
28	245.75432
30	240.52768
32	239.74544
34	239.29352
36	237.09068
38	234.17752
40	234.19768
42	234.30156
44	235.14552
46	233.4464
48	233.10428
50	232.77992
52	229.77604
54	227.67136
56	227.24272
58	225.26836
60	225.30576
62	225.192
64	223.27904
66	221.59216
68	220.95648
70	219.82428
72	219.4774
74	217.13256
76	215.95248
78	215.16044
80	213.12404
82	210.44488
84	211.37508
86	209.34156
88	208.28268
90	207.431
92	204.28868
94	202.72828
96	202.40112
98	202.74676
100	201.88968
102	200.79112
104	200.1514
106	199.11136
108	200.03392
110	199.16536
112	196.74632
114	196.01764
116	195.925
118	197.43492
120	195.4774
122	195.82256
124	197.0002
126	198.43008
128	199.20624
130	199.54696
132	199.36812
134	199.2408
136	200.06156
138	201.10236
140	201.94504
142	202.55368
144	203.8988
146	205.45796
148	206.04248
150	208.16008
152	212.11724
154	212.93176
156	213.26512
158	216.02928
160	215.95696
162	219.94012
164	220.22016
166	223.37788
168	223.15756
170	224.55876
172	225.33684
174	227.63428
176	232.20508
178	236.881
180	240.91336
182	240.91044
184	238.92268
186	237.50656
188	235.61948
190	238.46556
192	239.9062
194	241.06276
196	242.177
198	241.29628
200	243.8456
202	242.3718
204	244.9312
206	245.47096
208	245.75432
210	240.52768
212	239.74544
214	239.29352
216	237.09068
218	234.17752
220	234.19768
222	234.30156
224	235.14552
226	233.4464
228	233.10428
230	232.77992
232	229.77604
234	227.67136
236	227.24272
238	225.26836
240	225.30576
242	225.192
244	223.27904
246	221.59216
248	220.95648
250	219.82428
252	219.4774
254	217.13256
256	215.95248
258	215.16044
260	213.12404
262	210.44488
264	211.37508
266	209.34156
268	208.28268
270	207.431
272	204.28868
274	202.72828
276	202.40112
278	202.74676
280	201.88968
282	200.79112
284	200.1514
286	199.11136
288	200.03392
290	199.16536
292	196.74632
294	196.01764
296	195.925
298	197.43492
300	195.4774
302	195.82256
304	197.0002
306	198.43008
308	199.20624
310	199.54696
312	199.36812
314	199.2408
316	200.06156
318	201.10236
320	201.94504
322	202.55368
324	203.8988
326	205.45796
328	206.04248
330	208.16008
332	212.11724
334	212.93176
336	213.26512
338	216.02928
340	215.95696
342	219.94012
344	220.22016
346	223.37788
348	223.15756
350	224.55876
352	225.33684
354	227.63428
356	232.20508
358	236.881
