0.2031	0.2031	0.5938	-100
0.1875	0.1562	0.6562	-99
0.1875	0	0.8125	-98
0.0938	0.0156	0.8906	-97
0.2031	0.0312	0.7656	-96
0.1562	0.0156	0.8281	-95
0.1719	0.0469	0.7812	-94
0.1094	0.0938	0.7969	-93
0.2344	0.125	0.6406	-92
0.2031	0.1406	0.6562	-91
0.1406	0.1875	0.6719	-90
0.1406	0.1094	0.75	-89
0.0938	0.1406	0.7656	-88
0.2031	0.0938	0.7031	-87
0.1406	0.0938	0.7656	-86
0.1562	0.0625	0.7812	-85
0.125	0.125	0.75	-84
0.1094	0.1406	0.75	-83
0.1875	0.1719	0.6406	-82
0.1562	0.0781	0.7656	-81
0.125	0.0781	0.7969	-80
0.1094	0.125	0.7656	-79
0.125	0.0625	0.8125	-78
0.1562	0.0938	0.75	-77
0.1719	0.125	0.7031	-76
0.125	0.2188	0.6562	-75
0.2188	0.1562	0.625	-74
0.1562	0.2188	0.625	-73
0.1562	0.1719	0.6719	-72
0.2031	0.1875	0.6094	-71
0.1719	0.1094	0.7188	-70
0.1562	0.1094	0.7344	-69
0.0938	0.1562	0.75	-68
0.1406	0.0938	0.7656	-67
0.1719	0.0781	0.75	-66
0.1094	0.0938	0.7969	-65
0.2031	0.0781	0.7188	-64
0.2031	0.1562	0.6406	-63
0.2344	0.0781	0.6875	-62
0.1875	0.1875	0.625	-61
0.125	0.1875	0.6875	-60
0.2656	0.0469	0.6875	-59
0.2031	0.1406	0.6562	-58
0.1406	0.1562	0.7031	-57
0.2031	0.1094	0.6875	-56
0.1562	0.1562	0.6875	-55
0.1406	0.1094	0.75	-54
0.1875	0.1094	0.7031	-53
0.1875	0.1094	0.7031	-52
0.1406	0.1094	0.75	-51
0.0781	0.0625	0.8594	-50
0.1562	0.1406	0.7031	-49
0.1562	0.0781	0.7656	-48
0.1562	0.0469	0.7969	-47
0.1562	0.0781	0.7656	-46
0.1406	0.0781	0.7812	-45
0.1562	0.1094	0.7344	-44
0.1875	0.1094	0.7031	-43
0.1875	0.1562	0.6562	-42
0.1562	0.1094	0.7344	-41
0.2031	0.1094	0.6875	-40
0.0938	0.1406	0.7656	-39
0.2031	0.0781	0.7188	-38
0.1562	0.0625	0.7812	-37
0.0938	0.0781	0.8281	-36
0.1094	0.0781	0.8125	-35
0.1406	0.0625	0.7969	-34
0.125	0.0781	0.7969	-33
0.1406	0.0781	0.7812	-32
0.1562	0.0781	0.7656	-31
0.1562	0.1094	0.7344	-30
0.1562	0.0625	0.7812	-29
0.2031	0.0156	0.7812	-28
0.1719	0.0312	0.7969	-27
0.1719	0.0469	0.7812	-26
0.25	0.0156	0.7344	-25
0.2188	0.0156	0.7656	-24
0.1875	0.0312	0.7812	-23
0.1094	0.0156	0.875	-22
0.125	0	0.875	-21
0.1406	0.0469	0.8125	-20
0.2188	0.0625	0.7188	-19
0.1406	0.0469	0.8125	-18
0.25	0.0469	0.7031	-17
0.1719	0.0312	0.7969	-16
0.1406	0.0156	0.8438	-15
0.1562	0.0469	0.7969	-14
0.1562	0.0312	0.8125	-13
0.1875	0.0938	0.7188	-12
0.2344	0.0781	0.6875	-11
0.25	0.0469	0.7031	-10
0.2969	0.0781	0.625	-9
0.1562	0.125	0.7188	-8
0.2812	0.0781	0.6406	-7
