0	378.73521
2	380.39253
4	381.07552
6	382.16997
8	383.95392
10	385.66941
12	386.40476
14	388.83439
16	389.24095
18	391.18457
20	390.72509
22	389.64975
24	387.02405
26	387.49536
28	386.39538
30	384.94729
32	385.26355
34	383.1268
36	383.57844
38	385.25011
40	383.75757
42	383.9549
44	384.14726
46	385.14595
48	383.47323
50	381.88556
52	381.81682
54	383.23845
56	381.70132
58	382.74523
60	384.62445
62	386.22752
64	384.96535
66	384.00502
68	382.26531
70	380.28487
72	378.57372
74	375.85093
76	374.80884
78	376.03902
80	377.06634
82	373.06962
84	372.69561
86	370.70061
88	369.21668
90	366.28522
92	363.96647
94	363.76165
96	361.98897
98	361.67985
100	362.81378
102	361.74796
104	362.68092
106	363.47976
108	363.14761
110	360.22889
112	359.95498
114	358.6821
116	358.34715
118	358.28058
120	358.18118
122	358.47868
124	358.05462
126	359.79188
128	359.49515
130	359.12373
132	360.69866
134	360.31289
136	363.87274
138	361.21596
140	362.58803
142	363.82766
144	364.57596
146	366.07473
148	366.78334
150	368.37094
152	370.44224
154	370.47724
156	370.42957
158	371.74067
160	372.29941
162	372.19973
164	372.41827
166	374.4153
168	373.30804
170	377.87834
172	375.78954
174	376.69303
176	378.64841
178	378.3934
180	378.73521
182	380.39253
184	381.07552
186	382.16997
188	383.95392
190	385.66941
192	386.40476
194	388.83439
196	389.24095
198	391.18457
200	390.72509
202	389.64975
204	387.02405
206	387.49536
208	386.39538
210	384.94729
212	385.26355
214	383.1268
216	383.57844
218	385.25011
220	383.75757
222	383.9549
224	384.14726
226	385.14595
228	383.47323
230	381.88556
232	381.81682
234	383.23845
236	381.70132
238	382.74523
240	384.62445
242	386.22752
244	384.96535
246	384.00502
248	382.26531
250	380.28487
252	378.57372
254	375.85093
256	374.80884
258	376.03902
260	377.06634
262	373.06962
264	372.69561
266	370.70061
268	369.21668
270	366.28522
272	363.96647
274	363.76165
276	361.98897
278	361.67985
280	362.81378
282	361.74796
284	362.68092
286	363.47976
288	363.14761
290	360.22889
292	359.95498
294	358.6821
296	358.34715
298	358.28058
300	358.18118
302	358.47868
304	358.05462
306	359.79188
308	359.49515
310	359.12373
312	360.69866
314	360.31289
316	363.87274
318	361.21596
320	362.58803
322	363.82766
324	364.57596
326	366.07473
328	366.78334
330	368.37094
332	370.44224
334	370.47724
336	370.42957
338	371.74067
340	372.29941
342	372.19973
344	372.41827
346	374.4153
348	373.30804
350	377.87834
352	375.78954
354	376.69303
356	378.64841
358	378.3934
